"","Lot Area","Overall Qual","Year Remod/Add","Gr Liv Area","TotRms AbvGrd","Garage Area","Yr Sold","Sale Type","SalePrice (Thousands)"
"1446",8385,5,1977,985,6,328,2008,"WD ",149.9
"1447",12250,5,1978,1174,5,528,2008,"WD ",158
"1448",10970,6,1978,1026,5,576,2008,"WD ",147
"1449",9216,5,1975,1076,5,576,2008,"WD ",143.195
"1450",14330,5,2001,1558,5,440,2008,"WD ",163
"1451",7990,5,1975,924,5,280,2008,"WD ",110
"1452",7180,5,1972,864,5,352,2008,"WD ",127
"1453",7200,5,1972,780,4,352,2008,"WD ",124.9
"1454",9742,8,2002,1795,7,534,2008,"WD ",230
"1455",9473,8,2002,2031,7,577,2008,"WD ",237
"1456",10316,7,2000,1865,7,839,2008,"WD ",235
"1457",10400,7,2001,2161,8,570,2008,"WD ",230.5
"1458",9066,8,2000,1852,7,660,2008,"WD ",230
"1459",11404,7,1999,2031,8,541,2008,"WD ",222.5
"1460",9240,8,2002,2263,7,905,2008,"WD ",287
"1461",9720,9,2002,1947,7,725,2008,"WD ",274
"1462",14860,8,2003,1786,6,715,2008,"WD ",300
"1463",11250,8,2002,2290,9,779,2008,"WD ",255.9
"1464",8158,7,2003,1768,8,543,2008,"WD ",224.9
"1465",10905,7,2003,2327,9,596,2008,"WD ",240
"1466",7226,7,2003,1640,6,595,2008,"WD ",183
"1467",11690,8,2000,1764,7,560,2008,"WD ",207
"1468",8750,7,1995,1908,8,493,2008,"WD ",210
"1469",4435,6,2003,848,3,420,2008,"WD ",136.5
"1470",4426,6,2004,848,3,420,2008,"WD ",145
"1471",13125,6,1998,1493,7,508,2008,"WD ",208.9
"1472",10126,6,1998,1838,8,721,2008,"WD ",185
"1473",9135,7,2003,1536,7,532,2008,"WD ",214
"1474",8450,7,2003,1710,8,548,2008,"WD ",208.5
"1475",9750,7,2004,1445,6,470,2008,"WD ",186.5
"1476",8450,7,2004,1436,8,484,2008,"WD ",210
"1477",8320,7,2004,1582,6,520,2008,"WD ",185.9
"1478",11049,8,2007,1234,7,484,2008,"WD ",179.9
"1479",11058,7,2007,1564,6,814,2008,"WD ",218.836
"1480",9627,7,2007,1361,6,610,2008,"WD ",193
"1481",8199,7,2005,1456,7,410,2008,"WD ",189
"1482",4426,6,2004,848,3,420,2008,"WD ",149.3
"1483",4426,6,2004,848,3,420,2008,"WD ",141
"1484",4438,6,2004,848,3,420,2008,"WD ",149
"1485",4438,6,2004,848,4,420,2008,"ConLD",144.5
"1486",8777,5,1950,796,4,0,2008,"WD ",85
"1487",8777,5,2003,2200,9,0,2008,"WD ",145.9
"1488",9825,5,1966,1092,6,264,2008,"COD",123
"1489",9937,5,1965,1256,6,276,2008,"WD ",147.5
"1490",12102,5,1976,1033,6,504,2008,"WD ",165
"1491",6500,6,1976,1127,6,480,2008,"WD ",135
"1492",13907,5,1969,996,6,0,2008,"WD ",108
"1493",10012,4,1972,1181,6,588,2008,"WD ",137.5
"1494",6931,7,2004,1656,7,397,2008,"WD ",165.4
"1495",9638,6,1977,1117,6,542,2008,"WD ",147
"1496",7200,6,2001,1398,6,440,2008,"WD ",160.5
"1497",7024,4,2005,1132,5,451,2008,"WD ",176
"1498",47007,5,1996,3820,11,624,2008,"WD ",284.7
"1499",63887,10,2008,5642,12,1418,2008,"New",160
"1500",3675,6,2005,1072,5,525,2008,"WD ",148
"1501",6040,4,1955,1152,6,0,2008,"WD ",82
"1502",6012,4,1955,1152,6,0,2008,"WD ",82
"1503",12108,4,1955,1440,8,0,2008,"WD ",118
"1504",6845,4,1955,1152,6,0,2008,"WD ",82.5
"1505",6931,4,1955,784,4,0,2008,"WD ",91.9
"1506",12180,5,2007,1053,5,0,2008,"WD ",120
"1507",8050,5,1993,1137,8,0,2008,"WD ",96
"1508",9520,4,1953,930,5,286,2008,"WD ",99
"1509",11767,5,1995,1200,6,240,2008,"WD ",130.5
"1510",8172,4,1972,1470,7,548,2008,"WD ",135
"1511",16466,5,1955,1393,8,300,2008,"WD ",135.5
"1512",7692,4,1954,1204,6,312,2008,"WD ",100
"1513",5142,4,2008,1292,6,205,2008,"WD ",108
"1514",5604,5,1950,864,5,0,2008,"WD ",98
"1515",8248,3,1950,864,5,0,2008,"WD ",67
"1516",5687,5,2000,1716,9,0,2008,"WD ",135.9
"1517",12155,6,1950,1482,7,400,2008,"WD ",140
"1518",8400,5,1997,2192,8,240,2008,"WD ",179.5
"1519",8400,6,1950,1694,7,576,2008,"WD ",136.5
"1520",7290,7,1950,1424,7,312,2008,"WD ",168
"1521",8525,5,1950,1964,7,0,2008,"WD ",130
"1522",9842,5,1998,2601,8,621,2008,"WD ",189
"1523",7804,6,1950,1920,10,480,2008,"WD ",161.9
"1524",8969,6,1950,1316,6,369,2008,"WD ",145
"1525",11526,6,1994,2555,11,672,2008,"WD ",191
"1526",15576,6,1976,1680,8,308,2008,"WD ",177
"1527",15564,6,1995,1264,6,400,2008,"WD ",147.5
"1528",6292,6,1950,790,4,160,2008,"WD ",91
"1529",7609,8,1997,1512,7,180,2008,"WD ",231
"1530",10480,6,1950,1639,6,240,2008,"WD ",115
"1531",9650,6,1950,1603,7,599,2008,"WD ",138
"1532",7200,7,2000,1502,6,270,2008,"WD ",149
"1533",11988,6,1995,1660,6,240,2008,"WD ",188.7
"1534",11700,5,1995,1938,7,240,2008,"WD ",198
"1535",9260,5,1950,1374,6,225,2008,"WD ",110
"1536",7801,6,1951,1091,5,344,2008,"WD ",104
"1537",9670,8,1950,1873,9,786,2008,"WD ",257.076
"1538",14100,8,1997,3447,11,1014,2008,"WD ",381
"1539",15660,7,2006,1954,8,431,2008,"WD ",311.5
"1540",12392,7,2000,2161,8,506,2008,"WD ",263.4
"1541",26073,5,1956,1898,7,484,2008,"WD ",236.5
"1542",14778,6,2006,1640,7,924,2008,"WD ",224
"1543",1879,6,1980,1032,5,462,2008,"WD ",116.5
"1544",1950,6,1980,1556,6,452,2008,"COD",151
"1545",7000,6,1998,919,5,195,2008,"WD ",126
"1546",6000,6,2006,1090,5,240,2008,"WD ",120
"1547",3636,4,1950,796,5,0,2008,"WD ",55
"1548",5890,6,2007,816,5,432,2008,"WD ",120.5
"1549",6900,5,1955,778,4,924,2008,"WD ",120.5
"1550",8155,5,1950,1200,7,0,2008,"WD ",119
"1551",6000,5,1967,1656,7,288,2008,"WD ",126
"1552",7392,5,1995,912,5,360,2008,"WD ",99.5
"1553",9000,5,1958,1955,7,356,2008,"WD ",165.5
"1554",14584,1,1952,733,4,487,2008,"WD ",13.1
"1555",5280,4,1950,1361,6,185,2008,"WD ",89
"1556",8500,4,1950,1317,6,250,2008,"WD ",40
"1557",5150,4,2000,1049,5,195,2008,"WD ",80.9
"1558",18000,3,1950,894,6,1248,2008,"ConLD",81
"1559",9000,4,1950,864,5,216,2008,"WD ",65
"1560",5587,8,2008,1652,5,482,2008,"New",392.5
"1561",3843,8,2008,1648,5,525,2008,"New",294.464
"1562",3811,7,2005,1646,5,482,2008,"WD ",250
"1563",3842,8,2005,1646,5,482,2008,"WD ",275
"1564",23730,7,1997,2032,7,786,2008,"WD ",300
"1565",13265,8,2002,1689,7,857,2008,"WD ",271
"1566",11050,7,1997,1820,8,816,2008,"WD ",213
"1567",9880,6,1977,1118,6,358,2008,"WD ",171
"1568",10125,6,1977,1279,6,473,2008,"WD ",171.5
"1569",10260,5,1976,1872,8,484,2008,"WD ",100
"1570",9990,4,1991,1689,6,432,2008,"WD ",228.5
"1571",164660,5,1965,1786,7,529,2008,"WD ",228.95
"1572",4084,7,1986,1501,6,512,2008,"WD ",241.5
"1573",15498,8,1976,2898,10,665,2008,"COD",287
"1574",11563,8,2007,1537,8,788,2008,"WD ",294
"1575",9520,8,2008,1646,7,800,2008,"New",293.077
"1576",12852,8,2007,1780,6,612,2008,"New",264.966
"1577",9802,5,2007,1442,6,400,2008,"WD ",172.5
"1578",9735,5,2007,1394,7,400,2008,"WD ",167.5
"1579",12018,7,2008,1612,6,666,2008,"New",218.689
"1580",12890,6,1989,1495,8,438,2008,"WD ",150
"1581",12416,6,1986,1651,7,616,2008,"WD ",184
"1582",18265,6,1986,1256,6,578,2008,"WD ",180
"1583",10200,6,1989,1509,5,600,2008,"WD ",175
"1584",11202,8,2003,1440,7,467,2008,"WD ",232.5
"1585",7915,6,2000,1675,6,435,2008,"WD ",195
"1586",12244,8,2003,2262,10,749,2008,"WD ",305
"1587",11449,8,2007,1728,7,520,2008,"WD ",298.751
"1588",11447,8,2006,1964,7,892,2008,"WD ",370
"1589",8940,7,1998,1344,8,784,2008,"WD ",209.2
"1590",7060,7,1998,1344,8,784,2008,"WD ",206.3
"1591",9278,5,2008,1092,5,0,2008,"WD ",146
"1592",4500,6,1997,1189,4,392,2008,"WD ",160.5
"1593",14137,4,1964,1200,6,850,2008,"ConLD",173
"1594",4224,5,1975,1040,6,499,2008,"WD ",124
"1595",2665,5,1976,1304,4,336,2008,"WD ",115
"1596",2665,5,1976,1475,6,336,2008,"WD ",129.5
"1597",1974,4,2006,988,5,297,2008,"WD ",105
"1598",1596,4,1973,988,4,297,2008,"WD ",94.9
"1599",17979,5,1968,1160,6,257,2008,"WD ",152.5
"1600",1477,6,2007,1092,6,0,2008,"WD ",98
"1601",1890,4,1972,630,3,0,2008,"WD ",81
"1602",21750,5,1954,988,4,520,2008,"WD ",113
"1603",6490,5,1983,816,4,264,2008,"WD ",128.5
"1604",6951,5,1985,923,5,264,2008,"WD ",119.5
"1605",6600,5,2008,816,5,264,2008,"WD ",130.5
"1606",6600,5,2003,816,4,816,2008,"WD ",138
"1607",6600,5,2005,845,6,264,2008,"WD ",134.5
"1608",12508,6,1985,1750,7,423,2008,"WD ",160
"1609",12395,5,1984,889,6,484,2008,"WD ",137.5
"1610",11075,5,1969,1968,7,530,2008,"WD ",172
"1611",56600,5,1950,1836,7,288,2008,"WD ",103
"1612",10667,6,1971,1587,7,525,2007,"WD ",167.3
"1613",10628,7,1970,1277,5,526,2007,"WD ",167
"1614",13651,7,1973,2223,8,516,2007,"WD ",244
"1615",15865,8,1970,2217,8,621,2007,"WD ",268
"1616",12394,7,2003,1733,7,433,2007,"WD ",225
"1617",10364,6,1996,1572,7,373,2007,"WD ",168
"1618",13869,6,1997,1470,6,388,2007,"WD ",177
"1619",8773,6,1997,1600,7,460,2007,"WD ",169
"1620",8872,6,1997,1384,7,390,2007,"WD ",161.5
"1621",5330,8,2000,1652,6,499,2007,"WD ",251
"1622",10147,6,1994,1694,7,398,2007,"WD ",160
"1623",8637,6,2000,1714,7,451,2007,"WD ",180
"1624",7875,7,1996,1553,6,420,2007,"WD ",178.75
"1625",7875,7,1996,1253,6,402,2007,"WD ",176
"1626",7500,6,2003,2299,7,482,2007,"WD ",204
"1627",9556,7,1993,1187,6,420,2007,"WD ",160
"1628",10784,7,1992,1472,7,402,2007,"WD ",160
"1629",9125,7,1992,1482,7,392,2007,"WD ",163.9
"1630",7655,6,1994,1642,7,392,2007,"WD ",168
"1631",18160,6,1964,1128,6,480,2007,"WD ",154.204
"1632",3696,8,1986,1088,5,461,2007,"WD ",170
"1633",5062,7,1984,2090,6,577,2007,"WD ",207.5
"1634",4740,8,1988,1179,5,480,2007,"WD ",182
"1635",5118,8,1990,1321,4,484,2007,"WD ",212
"1636",14157,9,2006,1922,8,676,2007,"WD ",377.426
"1637",12328,8,2005,2541,10,729,2007,"WD ",349.265
"1638",51974,9,2007,2338,8,1110,2007,"New",591.587
"1639",41600,5,1990,1424,7,828,2007,"WD ",155
"1640",8035,9,2006,1612,6,556,2007,"WD ",319.9
"1641",8089,8,2007,1419,7,567,2007,"New",392
"1642",14082,8,2006,2234,7,724,2007,"WD ",441.929
"1643",13870,10,2007,2042,8,724,2007,"New",455
"1644",12546,6,1981,1440,7,467,2007,"WD ",182.9
"1645",10960,6,1984,1284,5,480,2007,"COD",174
"1646",12090,6,2003,1868,7,477,2007,"WD ",178
"1647",12090,7,2003,1479,6,484,2007,"WD ",176
"1648",12299,7,1985,1664,7,663,2007,"WD ",213
"1649",11339,7,1979,1930,9,481,2007,"WD ",192
"1650",11952,7,1977,1969,8,534,2007,"WD ",190
"1651",12046,6,1976,2030,8,551,2007,"WD ",195
"1652",10395,6,1978,1032,6,564,2007,"WD ",148
"1653",11850,6,1984,1177,6,495,2007,"WD ",151.5
"1654",11584,7,1979,1725,6,550,2007,"WD ",197
"1655",10400,6,1999,1353,5,478,2007,"WD ",192.35
"1656",10793,5,1969,1620,7,462,2007,"WD ",152
"1657",13001,6,1971,1220,6,944,2007,"WD ",170
"1658",12243,5,1971,1484,7,487,2007,"WD ",175
"1659",11700,6,1968,1743,7,539,2007,"WD ",175
"1660",12384,7,1976,1935,7,550,2007,"WD ",197.9
"1661",8991,7,1976,1324,5,585,2007,"WD ",174
"1662",8000,6,1974,1877,8,488,2007,"WD ",178.9
"1663",10500,5,2005,1109,5,288,2007,"WD ",139
"1664",10530,6,1971,981,5,576,2007,"WD ",143.25
"1665",7472,7,2004,1479,7,484,2007,"WD ",184
"1666",9457,5,1990,1422,7,576,2007,"WD ",155
"1667",7920,5,2002,914,5,368,2007,"WD ",133
"1668",9758,5,1971,950,5,280,2007,"WD ",119.5
"1669",8294,4,1971,872,5,480,2007,"WD ",123
"1670",7340,4,1971,858,4,684,2007,"WD ",110
"1671",17199,4,1961,914,4,270,2007,"WD ",128
"1672",9000,4,1971,864,5,528,2007,"WD ",120.5
"1673",4058,7,1998,767,4,367,2007,"WD ",133
"1674",4113,6,2001,1337,5,511,2007,"WD ",155
"1675",10943,6,1998,1337,5,522,2007,"WD ",177
"1676",2205,6,1973,1092,6,264,2007,"WD ",113.5
"1677",1890,6,1973,1218,7,264,2007,"WD ",113
"1678",2058,6,1973,1218,7,264,2007,"WD ",113.7
"1679",2016,5,1970,1302,6,440,2007,"WD ",106
"1680",1920,5,1971,1365,6,440,2007,"WD ",122.5
"1681",4928,6,1976,958,5,440,2007,"WD ",128
"1682",2308,6,1976,1548,7,440,2007,"WD ",155
"1683",2304,7,1978,1055,4,319,2007,"WD ",142.5
"1684",7150,5,1966,988,5,360,2007,"WD ",129.25
"1685",12469,9,2007,1816,7,730,2007,"New",356
"1686",11694,9,2007,1828,9,774,2007,"New",314.813
"1687",12030,8,2007,1694,7,818,2007,"New",318
"1688",11825,8,2007,1694,7,856,2007,"New",322.4
"1689",12085,8,2007,1734,7,928,2007,"New",318
"1690",14333,8,2007,2122,7,938,2007,"New",345.474
"1691",14450,9,2007,2121,8,732,2007,"New",415.298
"1692",13641,9,2007,2656,8,1040,2007,"New",492
"1693",13440,8,2007,2550,11,670,2007,"New",338.931
"1694",15431,10,2006,2046,7,878,2007,"WD ",450
"1695",14154,7,2006,2172,9,947,2007,"New",280
"1696",13891,9,2007,2552,8,932,2007,"New",479.069
"1697",14226,8,2006,1973,9,895,2007,"New",395
"1698",13693,9,2006,2643,9,694,2007,"WD ",380
"1699",11428,8,2006,1634,7,866,2007,"WD ",250
"1700",14977,8,2007,1976,7,908,2007,"New",440
"1701",13654,9,2006,2758,9,814,2007,"WD ",418
"1702",17169,10,2007,2290,7,1174,2007,"New",500.067
"1703",16659,8,2008,2152,7,728,2007,"New",260.116
"1704",9591,8,2005,2473,9,852,2007,"WD ",317
"1705",9709,8,2007,2100,8,786,2007,"New",319.5
"1706",10562,8,2007,2161,8,789,2007,"New",325.624
"1707",13615,9,2006,1802,7,843,2007,"WD ",372
"1708",13069,8,2004,2956,11,916,2007,"WD ",342
"1709",12099,8,2004,2468,10,872,2007,"WD ",354
"1710",14277,8,2003,2385,7,818,2007,"WD ",350
"1711",11999,8,2004,2374,10,656,2007,"WD ",285
"1712",12568,8,2007,1818,8,774,2007,"New",281.5
"1713",9926,7,2006,1614,7,878,2007,"WD ",245.7
"1714",9254,8,2005,1721,7,554,2007,"WD ",232.698
"1715",10732,8,2007,1828,7,876,2007,"New",250
"1716",7577,6,2006,1362,6,460,2007,"WD ",194.7
"1717",3901,6,2006,1302,5,631,2007,"New",204
"1718",3903,6,2006,1302,5,631,2007,"WD ",200
"1719",6289,6,2006,1362,6,460,2007,"WD ",207
"1720",4590,8,2006,1554,6,627,2007,"WD ",209.5
"1721",4590,8,2006,1554,6,627,2007,"CWD",209.5
"1722",6442,8,2006,1370,6,484,2007,"WD ",202.5
"1723",7841,9,2005,1577,6,564,2007,"WD ",280
"1724",7313,9,2005,1561,6,556,2007,"WD ",277.5
"1725",7820,9,2007,1869,6,617,2007,"New",318.061
"1726",6240,8,2006,1324,6,550,2007,"New",221.37
"1727",3242,7,2003,1405,6,478,2007,"WD ",200
"1728",15810,6,2007,1496,7,572,2007,"New",181.755
"1729",10237,6,2006,1536,6,400,2007,"WD ",176
"1730",10237,6,2007,1484,8,393,2007,"New",178.9
"1731",13204,7,2007,1458,6,454,2007,"New",168.165
"1732",8857,6,2006,1495,7,440,2007,"New",171.925
"1733",9729,6,2007,1746,6,350,2007,"New",198.444
"1734",12216,6,2005,1326,6,388,2007,"WD ",203
"1735",9018,7,2007,1456,8,400,2007,"New",179.54
"1736",8993,7,2007,1302,6,436,2007,"New",176.485
"1737",8899,7,2007,1340,6,396,2007,"New",181.134
"1738",8499,6,2007,1412,6,432,2007,"New",156.932
"1739",8229,6,2007,1504,6,440,2007,"New",166
"1740",7713,7,2007,1456,7,400,2007,"New",177.594
"1741",7697,7,2007,1258,6,462,2007,"New",173.5
"1742",3922,7,2007,1258,6,648,2007,"New",172.5
"1743",3922,7,2007,1402,7,648,2007,"New",194.201
"1744",3621,8,2003,1589,7,630,2007,"WD ",226.5
"1745",3710,7,2007,1266,6,388,2007,"New",185.485
"1746",14572,7,2004,1530,7,630,2007,"WD ",259
"1747",16219,7,2005,1119,5,437,2007,"WD ",188.5
"1748",11084,7,2004,1374,8,400,2007,"WD ",175
"1749",11796,7,2005,1959,8,434,2007,"WD ",215
"1750",10936,7,2006,1525,6,534,2007,"New",206.58
"1751",8244,7,2004,1720,7,440,2007,"WD ",183.5
"1752",11950,7,2003,1394,7,400,2007,"WD ",165.5
"1753",7875,7,2003,1948,8,434,2007,"WD ",211
"1754",8063,6,2000,1690,7,463,2007,"WD ",181
"1755",8740,7,2002,1995,8,435,2007,"WD ",219.5
"1756",7917,6,2000,1647,7,460,2007,"WD ",175
"1757",9967,7,2000,1430,8,400,2007,"WD ",170
"1758",7750,7,2003,1320,6,400,2007,"WD ",162
"1759",9487,6,2000,1690,7,442,2007,"WD ",187
"1760",9649,6,2000,1644,7,460,2007,"WD ",185
"1761",15623,10,1996,4476,10,813,2007,"WD ",745
"1762",12191,8,1998,2551,8,925,2007,"WD ",384.5
"1763",11000,8,2000,2285,8,648,2007,"WD ",248
"1764",11400,10,2002,2633,8,804,2007,"WD ",466.5
"1765",10557,9,1998,3078,9,806,2007,"WD ",410
"1766",11002,8,1999,2582,9,758,2007,"WD ",322.5
"1767",10790,7,1998,2385,8,600,2007,"WD ",252
"1768",21535,10,1995,4316,10,832,2007,"WD ",755
"1769",9920,7,1997,2013,8,455,2007,"WD ",269.79
"1770",11787,7,1997,2398,8,834,2007,"WD ",315.75
"1771",9950,7,1995,2520,9,721,2007,"WD ",290
"1772",12257,8,1995,2531,9,752,2007,"WD ",290
"1773",12692,8,1993,3228,10,546,2007,"WD ",430
"1774",11762,8,1993,2202,9,517,2007,"WD ",263
"1775",9044,8,1997,2538,8,933,2007,"WD ",330
"1776",9910,7,2007,1369,5,605,2007,"New",213.133
"1777",11830,8,2007,1542,6,852,2007,"New",260.261
"1778",11670,9,2006,1905,8,788,2007,"WD ",320
"1779",15256,8,2007,1464,6,754,2007,"WD ",282.922
"1780",10612,8,2006,1534,7,484,2007,"WD ",215
"1781",12291,10,2007,1966,6,1092,2007,"New",419.005
"1782",13501,8,2006,1636,8,865,2007,"WD ",255
"1783",9986,8,2007,1795,7,895,2007,"New",147
"1784",9965,7,2007,1528,6,480,2007,"New",235.876
"1785",9416,7,2007,1726,8,786,2007,"New",311.872
"1786",9849,7,2007,1689,7,954,2007,"New",248.328
"1787",10000,8,2006,1588,7,825,2007,"WD ",227
"1788",8847,8,2005,1538,7,484,2007,"WD ",260
"1789",9158,8,2007,1496,7,474,2007,"New",225
"1790",8251,7,2006,1506,7,672,2007,"WD ",249
"1791",10084,8,2005,1694,7,636,2007,"WD ",307
"1792",9605,7,2006,1977,7,574,2007,"WD ",250
"1793",8778,8,2006,1830,7,859,2007,"WD ",221.3
"1794",8640,8,2007,1338,6,598,2007,"New",208.9
"1795",9000,7,2007,1335,6,575,2007,"New",210.4
"1796",8640,8,2007,1792,8,590,2007,"New",255
"1797",10411,5,2007,1588,8,561,2007,"New",212.109
"1798",9000,8,2006,1959,8,1025,2007,"WD ",270
"1799",9000,8,2007,2610,11,550,2007,"New",303.477
"1800",12217,8,2007,1880,8,880,2007,"New",310.013
"1801",11096,8,2006,1656,7,826,2007,"WD ",249.7
"1802",10207,7,2007,1761,7,578,2007,"New",227.875
"1803",10440,8,2007,1584,6,594,2007,"New",261.329
"1804",11824,8,2006,1685,5,658,2007,"WD ",253
"1805",10625,6,2004,2443,9,744,2007,"WD ",265
"1806",11143,8,2005,2466,8,610,2007,"WD ",340
"1807",7500,6,2007,1100,6,0,2007,"New",146
"1808",7500,7,2006,1143,5,0,2007,"WD ",147
"1809",12450,5,2004,1094,6,576,2007,"WD ",149
"1810",7441,7,2006,1486,7,566,2007,"WD ",181
"1811",8462,6,1994,1721,7,471,2007,"WD ",201
"1812",11613,6,1997,1820,7,492,2007,"WD ",191.75
"1813",8450,7,2001,1349,6,539,2007,"WD ",179
"1814",16196,7,1998,1494,5,514,2007,"WD ",215
"1815",8012,6,1992,1575,5,529,2007,"WD ",179.2
"1816",8012,6,1980,1266,5,283,2007,"WD ",128
"1817",9180,5,1983,884,5,504,2007,"WD ",144
"1818",8400,5,1977,2020,10,630,2007,"WD ",144
"1819",6285,5,1977,894,5,308,2007,"WD ",120.75
"1820",8480,5,1963,970,5,624,2007,"WD ",132.5
"1821",7420,5,1962,1057,6,576,2007,"WD ",132
"1822",7758,5,2001,999,6,264,2007,"WD ",132.5
"1823",6970,4,1961,1120,5,544,2007,"WD ",129
"1824",13673,5,1962,1696,8,349,2007,"WD ",143.9
"1825",7476,5,1968,1040,5,686,2007,"WD ",145
"1826",9945,5,1961,988,5,572,2007,"WD ",128.5
"1827",6173,5,1967,902,6,288,2007,"WD ",125.5
"1828",19522,7,1990,2503,7,564,2007,"WD ",300
"1829",17542,7,2003,2167,9,518,2007,"WD ",294
"1830",10751,5,1974,1037,5,431,2007,"WD ",129
"1831",16647,5,1981,1701,6,611,2007,"WD ",171
"1832",12712,6,2006,1055,5,542,2007,"WD ",147
"1833",9572,8,1990,2810,9,750,2007,"WD ",302
"1834",10678,8,2000,2872,9,541,2007,"WD ",285
"1835",4379,8,2004,1378,6,540,2007,"WD ",214
"1836",3523,8,2007,1151,5,484,2007,"New",166
"1837",3784,8,2007,1565,5,476,2007,"New",193.8
"1838",4230,7,2007,1352,5,466,2007,"New",208.9
"1839",3606,7,2007,1352,5,466,2007,"New",194
"1840",5330,8,2007,1550,5,528,2007,"New",207.5
"1841",4274,7,2007,1241,4,569,2007,"New",199.9
"1842",4251,7,2007,1250,5,528,2007,"New",164.7
"1843",2280,6,1999,1501,6,440,2007,"WD ",176.5
"1844",3230,6,1999,1458,5,440,2007,"WD ",176
"1845",2117,6,2000,1512,4,440,2007,"WD ",168.5
"1846",2117,6,2000,1573,4,440,2007,"WD ",177
"1847",2117,6,2000,1525,5,440,2007,"WD ",177
"1848",5105,7,2004,1102,4,480,2007,"WD ",148.8
"1849",2645,8,2000,1441,5,492,2007,"WD ",174
"1850",7399,7,1998,1950,7,576,2007,"WD ",239
"1851",7321,7,2000,1358,5,625,2007,"COD",204
"1852",8010,8,2004,2048,8,552,2007,"WD ",301
"1853",8413,8,1998,2362,8,1105,2007,"WD ",312.5
"1854",9466,8,1995,1494,5,478,2007,"WD ",279.7
"1855",12000,7,1980,2362,8,546,2007,"WD ",255
"1856",16157,5,1978,1432,5,588,2007,"WD ",194
"1857",10768,5,2004,1437,6,528,2007,"WD ",218
"1858",3840,8,1998,1295,4,571,2007,"WD ",213.75
"1859",9600,6,1994,1855,7,512,2007,"WD ",187
"1860",9600,6,1976,1262,6,460,2007,"WD ",181.5
"1861",17778,8,1981,2497,7,676,2007,"WD ",373
"1862",18890,5,1977,2620,12,600,2007,"WD ",190
"1863",7050,7,2001,1929,7,650,2007,"WD ",226
"1864",11700,6,1968,1152,7,412,2007,"CWD",143.45
"1865",8000,6,1970,2411,8,570,2007,"WD ",240.05
"1866",8723,6,1969,1082,6,480,2007,"WD ",162.5
"1867",11700,6,1968,1295,6,528,2007,"WD ",164
"1868",11358,7,1987,1610,8,515,2007,"WD ",185
"1869",9547,7,1993,1594,6,472,2007,"WD ",188.5
"1870",10530,7,1993,2075,8,473,2007,"WD ",255
"1871",11500,5,1976,1680,8,528,2007,"WD ",136.905
"1872",10738,6,1966,1093,6,484,2007,"WD ",158.5
"1873",9600,7,1973,1242,6,528,2007,"WD ",175.5
"1874",10800,6,1963,1052,6,311,2007,"COD",127
"1875",8050,5,1993,1107,5,308,2007,"WD ",127
"1876",10355,5,1967,1214,5,318,2007,"WD ",143
"1877",10289,5,1965,1073,6,515,2007,"WD ",156
"1878",9503,5,1983,1344,6,484,2007,"WD ",144
"1879",10624,5,1964,1728,10,352,2007,"WD ",119
"1880",10899,4,1964,1224,8,530,2007,"WD ",103
"1881",12342,5,1978,1422,6,286,2007,"WD ",139.9
"1882",12772,6,1998,958,5,301,2007,"WD ",151.5
"1883",8892,5,1960,1065,6,461,2007,"COD",126.5
"1884",10482,6,1958,1138,6,264,2007,"WD ",145
"1885",7535,5,1985,912,5,297,2007,"WD ",120
"1886",7450,5,1956,1074,6,396,2007,"WD ",124
"1887",8339,5,1959,882,5,294,2007,"WD ",106.5
"1888",14357,5,1961,1187,6,440,2007,"CWD",140.5
"1889",8243,5,1961,964,5,784,2007,"WD ",137.5
"1890",8680,5,1960,894,5,312,2007,"WD ",117.6
"1891",8800,7,1966,1200,6,440,2007,"CWD",163.5
"1892",9200,6,1965,1042,5,440,2007,"WD ",161
"1893",9350,6,1991,1302,7,309,2007,"CWD",158
"1894",8800,6,1997,2154,8,539,2007,"WD ",224.5
"1895",11382,6,1964,1374,7,286,2007,"WD ",147
"1896",22002,6,1991,1652,6,510,2007,"WD ",200
"1897",14585,6,1987,1429,7,572,2007,"WD ",181.9
"1898",7388,5,2002,1327,7,624,2007,"WD ",150.75
"1899",9842,4,1962,1224,6,462,2007,"WD ",101.8
"1900",8280,6,1950,932,4,306,2007,"WD ",124
"1901",12172,5,1996,908,4,512,2007,"WD ",138.5
"1902",5000,1,1950,334,2,0,2007,"WD ",39.3
"1903",5000,3,1950,666,4,0,2007,"WD ",64.5
"1904",3500,3,1950,670,4,0,2007,"WD ",64
"1905",5175,5,2000,808,5,308,2007,"COD",112
"1906",9500,6,1978,1977,9,540,2007,"WD ",165
"1907",9600,5,1955,1150,6,288,2007,"WD ",144
"1908",11345,5,1950,1920,10,400,2007,"WD ",137
"1909",9492,5,1950,1376,6,240,2007,"WD ",105
"1910",9480,5,1995,1644,7,312,2007,"WD ",146.5
"1911",8668,5,1968,1560,8,792,2007,"WD ",126
"1912",10050,5,1966,1280,6,432,2007,"WD ",175
"1913",9600,6,1961,1254,6,525,2007,"WD ",158.5
"1914",10150,5,1958,912,5,275,2007,"COD",114.5
"1915",11344,5,1958,1524,7,315,2007,"WD ",144
"1916",18450,6,1979,2380,7,596,2007,"WD ",129
"1917",8760,6,1999,936,4,315,2007,"WD ",141
"1918",6860,5,1956,1008,6,308,2007,"WD ",131
